SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
201.46,21.0,0.406,37.14,0.064,0.502,5.123,293.62,14.95,4.732,39.71
566.1,16.7,0.328,67.8,0.275,0.325,10.0,299.8,90.55,2.206,77.121
134.08,14.3,0.645,59.32,0.344,0.23,5.838,294.48,156.69,0.698,66.803
109.96,22.71,0.621,55.43,0.464,0.398,6.919,299.49,15.99,1.904,59.637
486.53,15.31,0.43,71.53,0.338,0.482,7.406,294.97,91.51,2.418,91.104
153.5,19.91,0.541,70.34,0.246,0.303,9.213,296.77,62.42,4.958,34.934
119.31,16.05,0.503,58.77,0.166,0.703,3.662,302.72,233.02,3.373,41.058
274.34,12.44,0.645,56.04,0.387,0.256,6.125,291.02,152.09,6.734,84.435
364.21,17.91,0.437,68.12,0.177,0.597,4.944,301.27,94.13,0.331,73.383
156.48,23.05,0.512,72.14,0.301,0.451,7.145,298.41,21.79,1.183,56.427
455.09,19.65,0.478,52.57,0.292,0.304,8.135,302.8,21.77,1.434,77.954
63.62,20.92,0.653,46.66,0.305,0.666,3.987,288.07,73.32,1.578,38.667
194.34,20.54,0.594,48.88,0.051,0.547,8.952,295.13,44.11,1.436,36.353
178.94,14.61,0.509,36.02,0.147,0.37,5.459,293.51,37.76,1.65,53.69
130.79,15.14,0.573,65.64,0.165,0.197,8.727,299.29,10.51,1.039,22.553
106.73,19.61,0.619,47.07,0.239,0.498,5.108,300.9,144.06,3.658,47.591
322.02,11.08,0.628,53.33,0.304,0.822,2.878,292.26,39.88,2.269,47.888
171.73,17.23,0.56,67.23,0.404,0.382,5.026,300.72,118.82,4.001,59.383
154.68,21.62,0.511,51.82,0.324,0.465,5.005,296.35,120.46,1.537,58.039
519.67,12.99,0.477,44.48,0.187,0.534,5.645,304.07,43.18,5.21,89.501
164.28,13.2,0.592,43.89,0.363,0.424,3.538,294.02,38.7,2.373,40.898
209.19,19.39,0.588,67.28,0.05,0.707,7.512,292.2,30.1,1.992,50.118
474.0,22.04,0.396,51.0,0.142,0.199,9.911,292.53,48.7,4.465,58.273
245.74,18.17,0.613,53.2,0.203,0.489,4.798,303.43,250.0,0.906,64.161
383.55,17.67,0.44,37.93,0.397,0.205,7.222,295.73,250.0,3.602,93.169
116.24,23.03,0.606,59.6,0.32,0.188,4.839,292.93,120.25,2.364,50.411
354.13,17.52,0.515,66.92,0.195,0.658,8.649,293.94,45.37,6.351,53.646
146.28,18.76,0.48,62.01,0.05,0.242,4.092,292.82,29.18,2.323,26.451
537.28,15.06,0.427,38.98,0.377,0.328,3.34,288.77,11.3,0.509,63.667
126.84,15.4,0.494,58.29,0.357,0.696,9.579,301.56,12.12,0.781,29.111
697.62,14.58,0.385,84.06,0.215,0.339,7.633,311.75,36.45,3.038,96.154
340.25,11.72,0.419,63.31,0.219,0.608,7.016,296.42,54.81,2.77,81.523
231.95,17.9,0.528,73.91,0.317,0.349,6.582,296.7,23.31,1.427,58.09
75.92,14.94,0.712,54.18,0.378,0.656,3.321,293.96,13.65,2.31,25.951
120.49,20.24,0.633,56.38,0.144,0.671,4.319,298.19,184.95,2.939,39.499
145.63,13.64,0.624,55.26,0.168,0.421,8.539,302.83,48.65,2.714,33.187
224.3,16.39,0.439,60.16,0.407,0.328,6.932,295.72,61.04,3.934,65.377
719.72,7.56,0.249,51.97,0.229,0.2,7.797,289.03,138.27,1.164,108.991
184.32,16.81,0.382,37.89,0.272,0.353,8.746,302.53,157.92,1.089,55.788
156.76,22.71,0.604,48.33,0.185,0.683,8.274,298.55,40.32,5.0,32.832
428.25,16.32,0.515,63.71,0.231,0.706,7.417,285.4,34.33,2.505,77.854
105.38,20.12,0.663,69.77,0.324,0.369,5.204,285.64,66.66,3.469,44.735
100.02,22.03,0.531,59.41,0.459,0.329,8.093,289.17,27.76,4.877,42.287
190.97,18.27,0.455,61.95,0.242,0.505,5.134,291.87,105.1,1.539,59.339
137.06,19.8,0.691,61.12,0.439,0.495,5.256,302.0,78.35,1.676,58.343
680.83,16.65,0.444,54.79,0.416,0.789,2.99,298.41,119.25,1.819,91.04
456.56,14.89,0.479,61.67,0.372,0.208,5.848,297.8,28.09,2.154,92.596
383.29,20.38,0.567,61.9,0.404,0.464,5.795,292.26,112.22,1.131,95.985
403.23,15.94,0.466,55.04,0.504,0.37,5.078,295.04,122.23,2.689,94.626
325.99,14.24,0.409,45.38,0.479,0.33,5.202,300.49,38.4,1.348,79.615
204.14,15.71,0.479,30.05,0.368,0.39,9.01,298.12,44.23,3.885,44.041
191.35,18.31,0.561,57.31,0.245,0.166,10.0,291.48,5.79,3.641,22.566
286.41,22.19,0.557,54.35,0.376,0.363,2.0,310.58,83.48,0.711,61.675
259.11,20.11,0.515,64.98,0.51,0.195,4.215,294.67,16.96,2.106,50.509
100.0,18.75,0.525,54.72,0.33,0.35,4.45,305.39,128.72,1.758,50.705
62.95,18.5,0.649,25.31,0.05,0.31,5.894,290.26,250.0,1.432,55.632
382.23,15.82,0.433,44.38,0.465,0.176,7.058,299.25,52.84,4.905,89.961
136.28,16.62,0.525,63.98,0.378,0.606,7.76,307.52,38.24,3.581,53.456
256.74,17.24,0.509,54.36,0.476,0.673,5.815,301.14,104.98,4.606,80.352
183.54,21.66,0.652,51.08,0.326,0.407,7.379,305.23,38.52,1.821,63.694
69.78,19.18,0.608,39.24,0.397,0.374,6.029,292.9,106.4,0.64,63.301
352.7,14.39,0.437,69.93,0.371,0.305,7.333,301.02,27.17,0.881,80.982
129.1,18.35,0.613,40.97,0.285,0.46,7.689,302.18,107.69,1.887,55.911
192.82,15.14,0.376,40.51,0.099,0.402,6.939,301.41,62.56,1.043,60.495
398.84,16.36,0.433,51.29,0.267,0.537,6.175,307.91,250.0,2.402,101.71
104.93,17.06,0.585,45.57,0.48,0.52,5.673,294.42,250.0,2.149,68.478
86.33,19.34,0.564,75.58,0.267,0.431,4.224,296.9,47.95,1.999,28.596
284.77,17.0,0.46,46.35,0.268,0.39,6.975,288.49,250.0,2.107,83.518
88.41,12.86,0.675,74.93,0.126,0.222,6.713,301.6,73.32,2.449,50.673
197.18,17.52,0.455,51.98,0.14,0.416,5.654,295.1,97.05,4.299,61.014
360.08,18.71,0.605,40.98,0.42,0.419,7.186,298.45,194.14,1.122,96.51
200.34,13.94,0.498,58.52,0.301,0.364,7.727,298.65,67.55,1.935,64.693
160.73,20.59,0.586,66.53,0.05,0.448,10.0,297.35,215.9,0.598,36.213
296.02,14.72,0.551,56.93,0.337,0.46,3.553,301.41,34.53,0.703,50.072
169.85,18.43,0.614,48.66,0.65,0.431,3.144,307.18,230.74,2.507,53.413
56.02,15.53,0.471,48.83,0.229,0.312,8.794,303.43,214.99,1.966,34.819
141.4,15.83,0.505,66.71,0.089,0.358,8.749,307.22,122.56,2.106,31.774
116.33,16.03,0.519,50.74,0.236,0.221,8.733,296.38,14.32,0.708,34.869
127.43,14.17,0.691,63.45,0.27,0.614,4.546,303.71,250.0,1.182,48.131
77.81,19.88,0.622,41.13,0.424,0.33,7.726,301.62,127.55,2.377,59.959
191.59,17.18,0.397,55.52,0.204,0.645,4.433,302.9,121.28,0.623,49.845
100.11,17.16,0.558,53.62,0.25,0.33,7.434,300.78,250.0,1.572,61.718
305.48,12.0,0.458,49.4,0.22,0.496,6.26,297.83,153.68,1.398,84.839
178.31,19.34,0.589,55.39,0.228,0.592,8.133,294.19,44.45,5.402,47.352
828.78,14.15,0.376,85.0,0.362,0.672,6.525,305.45,250.0,0.334,119.763
183.27,16.43,0.422,55.88,0.297,0.643,6.44,294.37,50.45,2.681,61.367
201.48,15.71,0.587,54.97,0.287,0.205,8.11,294.37,160.73,2.117,57.5
225.35,22.82,0.597,61.99,0.204,0.57,10.0,295.81,250.0,2.397,42.151
425.69,10.46,0.462,60.69,0.179,0.338,9.181,283.97,220.67,1.203,72.679
150.07,21.15,0.534,45.11,0.253,0.7,5.485,286.6,222.12,3.053,66.029
117.61,19.01,0.528,43.58,0.353,0.392,4.72,297.83,85.33,2.795,49.529
207.36,19.54,0.591,63.99,0.057,0.85,10.0,298.8,50.39,1.803,32.898
154.97,19.5,0.551,36.61,0.277,0.794,3.831,301.26,29.46,2.685,29.9
359.68,17.6,0.479,42.67,0.277,0.161,6.006,299.98,44.99,1.871,84.978
206.36,16.07,0.511,65.19,0.493,0.645,3.307,295.19,38.48,2.501,44.613
316.35,16.9,0.671,60.91,0.449,0.426,2.051,299.56,10.61,1.883,49.675
252.48,20.1,0.64,43.11,0.56,0.474,5.762,302.3,165.87,0.988,90.556
88.03,21.63,0.55,45.92,0.214,0.362,5.88,306.48,84.71,1.462,63.345
54.38,20.04,0.497,82.01,0.29,0.397,6.35,309.94,91.94,1.607,62.564
380.85,16.62,0.455,43.19,0.161,0.469,6.594,302.46,11.69,2.589,71.942
132.64,19.86,0.53,47.28,0.067,0.436,6.327,299.88,104.36,1.521,60.401
62.09,15.23,0.672,53.12,0.309,0.335,9.252,301.34,50.55,2.672,33.533
316.39,20.82,0.391,38.44,0.458,0.73,5.974,292.08,246.15,2.214,95.708
682.01,10.63,0.33,53.79,0.201,0.391,9.938,300.37,45.02,1.811,77.048
198.03,22.18,0.525,54.91,0.397,0.665,5.066,302.05,89.56,1.534,66.729
463.63,16.17,0.517,61.44,0.21,0.414,5.93,289.48,250.0,3.038,94.541
469.28,20.39,0.422,67.29,0.392,0.291,4.273,299.39,112.5,1.222,82.182
217.61,19.46,0.458,56.61,0.156,0.355,9.132,295.86,250.0,5.689,48.718
60.09,22.16,0.539,25.0,0.276,0.758,4.745,293.09,46.41,0.599,44.448
178.94,17.89,0.668,59.37,0.346,0.571,4.669,294.09,64.16,1.307,48.931
208.55,17.03,0.53,72.64,0.317,0.676,7.651,299.09,5.52,2.603,45.967
246.06,14.7,0.476,61.2,0.272,0.348,2.63,299.0,149.9,1.868,48.691
447.85,14.44,0.535,41.66,0.282,0.577,6.565,305.01,47.83,1.806,95.872
62.38,16.93,0.525,55.15,0.182,0.674,5.723,301.72,250.0,2.451,55.671
254.21,18.43,0.518,69.17,0.24,0.716,8.146,284.54,78.78,3.094,52.216
787.08,11.33,0.34,38.49,0.282,0.34,9.678,305.26,57.8,1.292,82.654
177.26,22.45,0.547,49.28,0.197,0.611,7.487,307.65,20.4,3.258,49.418
154.64,18.03,0.484,66.56,0.257,0.421,4.101,296.67,84.27,5.774,37.261
138.83,20.63,0.568,25.0,0.337,0.367,7.935,301.2,47.5,1.161,54.228
458.23,20.28,0.38,61.96,0.31,0.547,5.083,307.31,59.05,4.765,81.198
44.65,17.99,0.698,50.09,0.407,0.814,4.299,301.0,148.26,0.937,47.93
91.96,16.54,0.53,79.81,0.101,0.126,10.0,306.48,55.78,3.482,21.12
357.25,13.24,0.486,47.96,0.373,0.1,10.0,294.59,73.31,1.527,62.685
275.6,18.91,0.567,63.49,0.358,0.691,3.995,300.84,46.32,1.613,53.931
473.3,17.37,0.469,48.61,0.063,0.293,6.064,291.7,48.16,0.936,87.425
125.01,13.13,0.485,71.92,0.174,0.214,6.595,306.81,112.03,3.48,66.823
246.3,16.42,0.581,45.42,0.236,0.819,4.715,296.68,26.97,4.017,47.954
317.16,14.61,0.483,44.01,0.523,0.725,4.697,299.93,190.97,2.187,81.199
650.48,13.6,0.465,80.35,0.293,0.402,6.308,297.05,36.9,1.658,103.657
61.38,21.95,0.515,60.71,0.332,0.1,5.075,298.53,250.0,1.489,54.717
186.53,17.87,0.521,60.67,0.242,0.362,10.0,290.09,63.75,2.606,36.219
109.33,25.9,0.65,43.88,0.144,0.64,7.686,304.76,77.12,2.703,51.49
66.16,19.08,0.716,49.82,0.062,0.1,5.139,295.71,121.73,0.454,49.989
704.24,14.13,0.246,75.79,0.097,0.141,9.144,288.45,219.02,1.069,87.128
370.04,18.41,0.528,60.67,0.36,0.597,6.522,288.81,61.66,2.61,88.243
230.91,16.4,0.406,51.24,0.464,0.613,5.364,291.21,23.17,1.752,63.292
519.47,14.61,0.383,65.2,0.399,0.444,8.026,292.48,57.75,1.58,94.857
149.93,14.27,0.5,52.62,0.232,0.707,7.342,292.77,87.32,1.974,64.164
179.59,19.48,0.595,42.96,0.333,0.384,6.439,294.47,53.14,2.991,68.452
428.89,18.81,0.583,40.51,0.334,0.449,7.091,297.93,71.24,0.693,96.407
294.24,18.28,0.566,61.41,0.456,0.22,5.606,302.64,23.31,2.538,65.938
88.78,22.94,0.534,57.9,0.066,0.233,10.0,292.18,49.48,3.393,19.344
262.66,17.24,0.55,52.59,0.068,0.396,7.992,294.13,204.28,2.524,61.207
218.09,15.49,0.508,68.67,0.123,0.668,5.466,298.92,107.56,1.757,59.271
96.71,23.8,0.534,57.63,0.49,0.695,9.333,306.46,7.99,1.867,31.663
592.13,18.76,0.469,63.3,0.349,0.421,5.124,289.68,47.09,0.826,97.239
292.88,18.21,0.395,57.84,0.195,0.481,6.477,292.74,113.25,2.255,81.112
131.99,22.57,0.548,45.07,0.172,0.49,4.805,297.2,32.81,0.932,44.28
358.1,18.13,0.554,55.95,0.228,0.805,8.804,289.53,42.71,6.452,56.631
669.15,7.54,0.525,36.62,0.493,0.268,6.701,293.96,21.85,2.63,115.05
64.56,23.19,0.439,41.04,0.411,0.688,6.685,291.86,250.0,1.417,66.398
96.91,17.04,0.64,54.66,0.373,0.457,4.436,299.26,152.03,2.269,51.522
215.68,19.78,0.544,42.91,0.281,0.301,9.419,296.79,71.37,4.538,45.995
303.55,14.54,0.509,45.02,0.383,0.457,4.616,304.41,250.0,2.289,74.508
142.17,24.63,0.559,47.0,0.394,0.765,8.494,297.08,50.02,1.663,43.958
282.84,15.13,0.49,38.62,0.427,0.641,8.089,296.04,23.95,1.445,68.973
117.1,16.15,0.451,60.86,0.244,0.268,6.196,296.83,28.4,1.06,51.845
385.52,13.4,0.426,38.18,0.237,0.323,10.0,304.69,95.94,1.1,65.403
209.39,14.11,0.52,44.95,0.316,0.637,9.162,290.94,61.33,3.52,39.242
97.48,18.71,0.428,57.85,0.276,0.85,4.236,308.09,58.92,1.985,34.386
143.4,25.3,0.628,49.13,0.349,0.358,4.768,286.76,108.6,2.707,51.084
100.22,16.5,0.605,79.47,0.448,0.437,5.292,300.37,55.75,2.102,51.607
259.74,17.21,0.419,78.29,0.273,0.502,6.649,306.73,49.94,2.169,66.299
130.52,18.35,0.58,49.82,0.178,0.462,5.777,294.49,111.53,3.007,57.899
48.13,22.58,0.678,47.9,0.329,0.201,6.562,294.93,31.0,2.877,46.857
142.8,14.76,0.578,46.56,0.139,0.234,6.746,308.16,10.76,1.281,56.009
107.47,21.17,0.544,70.43,0.231,0.47,7.059,290.4,129.79,3.055,58.791
101.67,16.1,0.488,54.36,0.388,0.393,5.765,297.12,68.96,2.691,62.211
210.36,15.21,0.525,85.0,0.289,0.406,4.193,295.22,50.21,2.881,41.999
220.34,21.79,0.546,69.35,0.211,0.284,7.3,293.91,25.85,2.461,56.861
333.67,21.52,0.525,31.84,0.352,0.381,4.745,302.01,36.91,1.959,68.475
278.8,14.23,0.536,63.56,0.141,0.681,5.209,304.13,119.31,3.452,60.609
263.21,15.52,0.412,44.41,0.268,0.326,8.607,292.1,216.52,5.819,63.41
190.31,19.1,0.676,53.65,0.491,0.402,2.621,305.91,22.12,0.884,37.767
130.55,13.69,0.62,59.65,0.308,0.514,5.257,295.38,71.15,1.254,50.845
122.01,21.56,0.575,61.86,0.459,0.475,5.215,297.74,6.0,4.086,41.954
386.25,16.83,0.564,47.82,0.05,0.612,4.092,291.16,15.18,3.989,51.238
310.51,17.73,0.362,34.39,0.283,0.225,4.857,309.13,34.86,3.103,67.664
556.79,11.11,0.214,51.78,0.425,0.347,4.832,294.74,101.26,2.043,101.791
101.35,17.5,0.51,47.06,0.427,0.197,5.593,295.54,127.31,2.106,66.917
122.92,13.42,0.718,50.15,0.136,0.583,7.063,297.41,28.81,0.729,46.482
489.86,10.91,0.454,56.76,0.308,0.427,4.723,296.67,172.5,2.704,94.11
171.75,12.55,0.588,39.28,0.254,0.629,9.674,309.76,64.96,4.041,37.897
80.33,20.42,0.728,61.15,0.378,0.258,6.924,300.46,18.86,1.119,51.691
235.4,16.42,0.568,70.95,0.379,0.594,5.455,304.14,4.39,2.463,54.872
493.4,10.91,0.56,50.98,0.549,0.744,6.565,303.23,140.23,0.995,118.872
134.2,18.76,0.731,54.07,0.492,0.493,3.662,288.84,45.34,2.761,35.209
191.66,18.14,0.439,53.23,0.187,0.724,7.858,306.69,8.89,3.747,40.672
178.18,14.08,0.444,60.75,0.333,0.676,3.522,294.63,9.9,2.441,33.341
79.42,20.6,0.58,43.84,0.336,0.234,6.612,289.87,88.54,1.195,62.259
256.28,25.18,0.551,78.01,0.327,0.358,7.601,311.0,71.98,2.01,74.558
85.71,18.47,0.593,66.2,0.061,0.232,6.516,295.26,66.42,6.364,42.964
159.63,17.77,0.58,64.02,0.278,0.122,4.853,289.58,21.89,4.926,40.385
191.17,20.38,0.423,75.2,0.24,0.234,7.056,297.8,48.64,0.864,60.691
111.93,15.79,0.383,49.88,0.376,0.345,4.215,307.5,26.08,2.222,44.092
379.19,14.83,0.555,40.23,0.614,0.258,5.858,293.24,29.78,0.632,90.507
136.88,20.76,0.586,35.23,0.355,0.435,2.843,293.83,70.82,4.465,30.203
162.84,14.83,0.413,67.41,0.341,0.388,6.672,302.76,19.7,4.099,58.024
332.2,22.49,0.524,58.93,0.111,0.696,5.049,286.26,25.25,1.784,61.874
184.3,18.57,0.506,55.73,0.427,0.802,6.598,294.01,21.06,5.017,65.887
550.66,11.76,0.462,65.21,0.492,0.246,5.401,303.08,133.36,2.273,109.016
293.34,16.34,0.358,81.04,0.214,0.563,5.258,299.4,50.86,4.908,61.484
132.27,15.84,0.602,62.6,0.436,0.279,5.566,303.73,14.08,2.801,52.804
202.17,23.37,0.551,56.78,0.27,0.43,10.0,297.07,68.04,1.523,37.367
407.44,14.33,0.49,39.95,0.392,0.85,9.454,298.13,27.97,1.985,71.846
201.84,19.86,0.541,67.05,0.372,0.575,5.93,308.66,17.83,1.84,63.057
174.43,21.78,0.604,46.11,0.325,0.481,6.259,295.7,47.11,3.934,61.532
105.46,16.07,0.505,39.76,0.341,0.494,8.407,291.39,18.57,1.198,39.586
142.36,18.1,0.569,54.32,0.234,0.592,6.573,288.15,83.26,1.558,66.637
89.46,21.14,0.501,48.22,0.453,0.665,9.294,293.19,104.01,1.103,41.423
607.14,7.65,0.494,45.62,0.27,0.239,8.911,293.71,11.97,0.817,75.031
836.49,13.07,0.31,43.79,0.467,0.502,7.989,299.26,57.53,2.094,106.959
108.48,20.03,0.487,56.27,0.138,0.485,5.441,286.85,127.99,1.704,53.219
355.9,12.95,0.468,39.05,0.219,0.354,4.248,291.84,55.75,1.031,67.627
235.1,13.19,0.418,49.58,0.278,0.557,8.531,298.43,44.58,2.876,57.881
91.47,23.79,0.698,70.47,0.201,0.48,5.034,303.51,250.0,2.004,45.62
225.17,16.4,0.419,49.1,0.211,0.127,5.682,304.56,8.0,4.164,55.504
1000.0,12.96,0.456,51.65,0.112,0.548,7.838,300.66,149.31,1.594,98.151
316.39,15.41,0.493,73.9,0.134,0.587,7.491,287.69,52.46,1.772,67.96
413.03,14.7,0.407,51.95,0.353,0.623,2.666,295.87,97.69,1.025,71.963
256.0,16.99,0.544,38.25,0.311,0.85,4.17,295.51,61.25,4.579,49.341
181.51,20.57,0.633,54.15,0.35,0.614,7.666,288.53,74.32,1.796,60.838
155.72,24.6,0.712,54.16,0.246,0.588,5.287,287.26,132.17,1.099,60.255
67.43,19.3,0.513,58.57,0.313,0.328,8.056,298.5,137.27,4.165,47.11
289.33,15.84,0.434,71.39,0.307,0.397,4.228,299.18,43.43,2.673,54.243
224.26,16.08,0.452,25.0,0.318,0.497,3.881,298.75,37.63,2.188,45.839
177.72,22.69,0.483,47.76,0.318,0.325,8.788,296.15,144.7,7.417,48.395
341.93,15.06,0.253,38.81,0.379,0.763,7.021,292.6,57.38,2.07,86.023
505.97,19.95,0.413,39.91,0.329,0.668,6.413,303.24,18.35,1.421,97.342
189.12,18.67,0.543,55.4,0.223,0.471,7.01,291.16,7.11,4.217,50.249
181.39,22.79,0.505,76.87,0.05,0.213,5.957,293.09,45.66,0.697,51.469
75.34,17.7,0.713,25.0,0.209,0.467,6.832,293.43,75.35,5.243,57.793
40.64,25.49,0.547,71.72,0.236,0.606,4.09,298.01,48.97,1.645,26.609
760.03,13.6,0.36,36.47,0.609,0.415,5.355,306.25,159.29,1.994,120.261
155.3,15.1,0.59,65.33,0.472,0.359,4.296,296.45,164.7,4.39,54.642
236.8,19.17,0.577,58.96,0.282,0.455,7.118,300.17,112.11,1.619,69.981
143.84,14.92,0.513,45.18,0.378,0.532,6.863,292.51,117.23,2.158,68.518
438.81,21.48,0.525,42.01,0.37,0.777,4.206,288.58,250.0,2.105,83.276
125.96,16.63,0.626,66.88,0.214,0.706,8.406,303.89,4.59,1.553,31.478
127.76,18.42,0.59,50.36,0.286,0.31,6.591,292.23,22.76,1.06,59.168
189.18,16.98,0.635,75.28,0.289,0.1,7.305,309.2,25.38,1.09,59.822
190.1,17.82,0.654,45.63,0.33,0.379,6.473,300.88,73.7,1.576,67.539
135.24,17.61,0.597,58.36,0.424,0.404,6.441,301.09,24.96,4.006,60.567
67.83,10.21,0.647,31.02,0.195,0.207,5.229,296.39,27.88,4.853,36.826
210.28,25.71,0.558,68.11,0.363,0.598,3.664,305.98,86.72,1.282,43.989
381.85,17.68,0.499,67.81,0.273,0.634,6.521,301.87,65.99,3.38,85.136
718.0,11.0,0.356,41.93,0.302,0.434,6.289,296.78,34.8,4.0,106.348
106.77,20.65,0.665,40.69,0.431,0.479,5.89,290.87,37.02,2.936,57.075
111.47,21.67,0.541,37.55,0.204,0.1,9.095,297.52,154.83,0.898,43.06
394.24,15.58,0.573,61.51,0.383,0.601,7.688,293.33,152.11,1.337,84.292
168.6,19.46,0.514,67.23,0.321,0.239,6.831,294.77,140.46,2.506,66.402
81.46,22.62,0.476,42.02,0.18,0.56,8.191,293.03,18.2,0.927,33.575
190.53,19.8,0.65,54.29,0.307,0.512,6.3,312.12,34.45,9.511,60.591
139.61,14.06,0.509,54.0,0.23,0.188,8.4,300.49,250.0,2.669,51.881
332.34,21.44,0.488,36.64,0.172,0.425,4.37,294.91,110.14,5.822,60.035
609.35,15.12,0.406,70.9,0.325,0.382,7.029,296.19,9.49,0.922,95.131
124.85,16.12,0.711,25.0,0.237,0.33,4.554,300.67,48.7,1.371,37.535
77.17,16.06,0.562,57.37,0.124,0.649,6.908,286.81,13.83,2.553,35.704
115.2,18.77,0.549,54.2,0.165,0.685,9.371,292.09,137.44,1.717,36.732
203.82,16.84,0.557,39.51,0.349,0.556,6.462,303.16,30.87,2.723,66.632
222.37,18.8,0.575,66.94,0.223,0.616,6.478,294.04,47.86,1.814,65.726
562.0,10.75,0.43,48.66,0.289,0.451,6.268,312.59,84.53,0.898,111.257
221.54,21.32,0.334,56.43,0.484,0.516,3.281,305.9,107.67,2.87,52.992
367.38,14.84,0.488,51.43,0.206,0.346,7.721,304.02,152.8,1.234,84.042
66.55,16.01,0.477,85.0,0.25,0.686,9.319,300.31,229.95,3.273,35.372
375.34,13.77,0.574,43.65,0.34,0.38,2.721,292.13,42.18,4.446,58.638
438.18,13.78,0.465,53.16,0.374,0.453,6.416,302.67,250.0,3.698,103.545
239.04,18.91,0.619,63.55,0.267,0.328,5.107,301.36,54.4,1.116,60.878
194.86,17.5,0.582,40.32,0.528,0.435,2.758,299.49,19.14,2.263,42.926
64.35,16.01,0.613,50.59,0.442,0.314,9.026,294.6,52.78,1.307,35.197
134.51,16.37,0.459,61.56,0.148,0.303,6.134,294.45,5.4,0.96,44.096
170.4,18.13,0.474,46.84,0.426,0.689,5.121,294.08,72.35,1.593,64.476
539.23,10.38,0.357,48.16,0.103,0.282,6.098,301.61,121.01,5.445,99.773
74.92,21.01,0.637,62.6,0.392,0.578,9.557,284.61,82.28,3.723,26.19
176.78,16.16,0.594,54.91,0.472,0.322,5.345,299.7,25.77,1.66,54.054
531.62,14.12,0.431,50.74,0.168,0.531,7.118,292.37,44.0,1.047,89.483
535.6,13.45,0.444,52.34,0.141,0.404,5.23,292.51,31.21,5.47,79.674
242.71,16.03,0.506,35.76,0.27,0.574,8.543,295.93,56.38,1.379,61.338
335.06,17.21,0.602,43.54,0.258,0.814,7.341,291.22,25.72,3.648,69.369
265.55,17.59,0.363,71.61,0.343,0.585,8.681,294.81,97.17,6.401,56.493
223.22,22.3,0.425,56.27,0.223,0.645,6.264,300.08,68.57,3.038,69.816
419.21,18.76,0.525,49.7,0.285,0.187,8.044,291.48,26.68,3.824,77.226
175.69,19.57,0.589,25.0,0.33,0.598,6.924,296.75,70.35,3.425,68.929
234.19,15.66,0.476,48.92,0.417,0.652,7.891,296.38,42.99,2.341,65.094
197.26,19.18,0.633,42.51,0.383,0.498,4.592,300.99,18.86,1.305,44.994
83.37,16.25,0.515,45.44,0.31,0.509,4.821,297.51,84.26,2.47,51.014
309.49,17.63,0.387,52.03,0.345,0.245,7.072,310.66,130.75,2.137,86.055
98.25,15.2,0.613,44.9,0.294,0.1,8.118,298.48,92.83,2.37,47.14
205.29,13.69,0.523,71.28,0.184,0.366,5.1,293.29,184.08,2.553,61.645
62.9,19.86,0.555,41.51,0.285,0.639,6.511,310.35,15.22,1.301,55.655
72.85,19.53,0.538,57.37,0.466,0.411,5.646,313.0,94.85,1.882,71.134
358.47,15.41,0.538,76.09,0.251,0.325,5.889,294.79,81.39,1.51,85.413
126.94,23.08,0.569,25.0,0.299,0.582,6.888,301.55,12.71,3.658,56.234
243.74,18.18,0.565,77.03,0.288,0.622,7.774,301.73,154.65,3.277,66.502
251.49,14.51,0.455,69.15,0.235,0.503,6.397,301.96,28.82,1.383,65.602
262.52,16.59,0.625,63.36,0.204,0.449,3.274,309.18,21.06,0.665,36.982
105.57,16.87,0.473,60.02,0.44,0.512,2.384,307.12,31.75,1.258,31.496
127.0,14.43,0.542,54.81,0.317,0.359,8.315,297.34,104.92,1.166,52.181
103.95,14.0,0.619,65.87,0.11,0.548,8.822,299.81,84.04,0.881,32.683
344.02,13.71,0.529,46.29,0.259,0.433,4.168,294.35,233.34,0.91,76.699
363.15,17.96,0.546,69.18,0.197,0.605,10.0,304.16,22.12,1.082,51.641
242.82,15.23,0.64,43.46,0.463,0.394,5.656,300.43,31.66,3.296,67.741
78.05,15.34,0.594,65.06,0.454,0.105,6.304,301.38,101.32,2.751,66.864
118.13,18.89,0.544,70.77,0.391,0.52,9.736,290.27,48.35,0.539,37.983
175.44,20.46,0.605,33.42,0.328,0.621,3.288,293.37,99.22,1.364,47.121
61.13,21.65,0.435,67.56,0.445,0.575,7.755,296.83,96.99,2.575,56.746
387.11,21.53,0.407,55.9,0.105,0.359,6.704,297.93,40.98,0.77,82.122
99.6,16.78,0.6,29.13,0.239,0.184,6.899,294.48,79.99,2.277,57.751
136.08,22.57,0.705,78.25,0.412,0.526,6.77,305.74,23.56,4.111,57.822
271.75,15.23,0.529,47.34,0.167,0.541,6.241,290.47,38.72,1.901,68.822
53.71,24.67,0.487,39.29,0.194,0.469,6.786,299.52,174.17,2.669,64.774
589.48,11.87,0.517,42.99,0.234,0.592,7.832,295.19,73.79,2.278,92.753
384.3,18.52,0.421,37.04,0.257,0.502,10.0,294.67,32.75,2.712,55.412
147.97,19.23,0.598,38.94,0.107,0.572,4.111,305.68,61.48,10.0,28.731
257.17,13.96,0.546,72.96,0.223,0.632,6.401,296.68,87.04,1.46,77.455
374.47,20.17,0.482,33.22,0.572,0.283,7.389,295.38,33.52,2.531,87.958
